Name,Area_code,Descriptio,File_name,Number,Number0,Polygon_id,Unit_id,Code,Hectares,Area,Type_code,Descript0,Type_cod0,Descript1,Longitude,Latitude
Rennington CP,CPC,Civil Parish or Community,NORTHUMBERLAND,145,386,61318,19296,E04010853,"2,348.581",0,AA,CIVIL ADMINISTRATION AREA,,,"420,556.2","618,943.35"
East Chevington CP,CPC,Civil Parish or Community,NORTHUMBERLAND,146,387,123540,19189,E04010774,"1,462.861",72.034,AA,CIVIL ADMINISTRATION AREA,,,"425,247.6","599,507.45"
Acklington CP,CPC,Civil Parish or Community,NORTHUMBERLAND,147,388,61212,19192,E04010725,"1,746.373",0,AA,CIVIL ADMINISTRATION AREA,,,"421,107.5","602,462.5"
Warkworth CP,CPC,Civil Parish or Community,NORTHUMBERLAND,149,390,61203,19183,E04010878,"2,271.197",97.179,AA,CIVIL ADMINISTRATION AREA,,,"423,399.15","605,778.3"
Longhoughton CP,CPC,Civil Parish or Community,NORTHUMBERLAND,150,391,61086,19088,E04010825,"2,476.298",178.39,AA,CIVIL ADMINISTRATION AREA,,,"424,120.4","616,061.55"
Craster CP,CPC,Civil Parish or Community,NORTHUMBERLAND,151,392,61319,19297,E04012278,950.735,41.422,AA,CIVIL ADMINISTRATION AREA,,,"424,498.95","620,136.7"
Embleton CP,CPC,Civil Parish or Community,NORTHUMBERLAND,152,393,61321,19298,E04012279,950.449,41.389,AA,CIVIL ADMINISTRATION AREA,,,"422,636.4","622,663.65"
Newton-by-the-Sea CP,CPC,Civil Parish or Community,NORTHUMBERLAND,153,394,61332,19309,E04010839,"1,650.346",68.656,AA,CIVIL ADMINISTRATION AREA,,,"421,066.5","624,625.4"
Wooler CP,CPC,Civil Parish or Community,NORTHUMBERLAND,154,395,123431,19333,E04010887,"1,539.071",0,AA,CIVIL ADMINISTRATION AREA,,,"399,545.318","628,097.25"
Ewart CP,CPC,Civil Parish or Community,NORTHUMBERLAND,155,396,61367,19342,E04010781,"1,352.982",0,AA,CIVIL ADMINISTRATION AREA,,,"394,413.4","631,929.65"
Doddington CP,CPC,Civil Parish or Community,NORTHUMBERLAND,156,397,61357,19332,E04010769,"3,003.418",0,AA,CIVIL ADMINISTRATION AREA,,,"398,946.5","633,877.8"
Lowick CP,CPC,Civil Parish or Community,NORTHUMBERLAND,157,398,61366,19341,E04010826,"3,781.865",0,AA,CIVIL ADMINISTRATION AREA,,,"401,482.05",637973
Belford CP,CPC,Civil Parish or Community,NORTHUMBERLAND,158,399,61335,19312,E04010741,"2,116.243",0,AA,CIVIL ADMINISTRATION AREA,,,"410,344.05","631,973.75"
Ellingham CP,CPC,Civil Parish or Community,NORTHUMBERLAND,159,400,61329,19306,E04010777,"2,735.204",0,AA,CIVIL ADMINISTRATION AREA,,,"415,876.55","627,406.75"
Adderstone with Lucker CP,CPC,Civil Parish or Community,NORTHUMBERLAND,160,401,61327,19304,E04010727,"3,126.793",0,AA,CIVIL ADMINISTRATION AREA,,,413937,"629,123.4"
Middleton CP,CPC,Civil Parish or Community,NORTHUMBERLAND,161,402,61352,19329,E04010831,"3,292.674",906.713,AA,CIVIL ADMINISTRATION AREA,,,"411,255.3","637,440.85"
Easington CP,CPC,Civil Parish or Community,NORTHUMBERLAND,162,403,61326,19303,E04010772,"1,221.968",92.557,AA,CIVIL ADMINISTRATION AREA,,,"413,133.8","634,378.75"
Bamburgh CP,CPC,Civil Parish or Community,NORTHUMBERLAND,163,404,61333,19310,E04010737,"1,581.908",136.7,AA,CIVIL ADMINISTRATION AREA,,,"417,738.05","633,713.6"
Bowsden CP,CPC,Civil Parish or Community,NORTHUMBERLAND,164,405,61365,19340,E04010749,"1,428.403",0,AA,CIVIL ADMINISTRATION AREA,,,"398,435.7","641,703.9"
Ord CP,CPC,Civil Parish or Community,NORTHUMBERLAND,165,406,61435,19410,E04010845,"1,529.398",42.184,AA,CIVIL ADMINISTRATION AREA,,,"397,144.8","650,155.45"
Holy Island CP,CPC,Civil Parish or Community,NORTHUMBERLAND,167,408,61355,19330,E04010808,"1,406.679",924.96,AA,CIVIL ADMINISTRATION AREA,,,"411,232.35","642,548.6"
Beadnell CP,CPC,Civil Parish or Community,NORTHUMBERLAND,168,409,61331,19308,E04012083,"2,346.717",99.544,AA,CIVIL ADMINISTRATION AREA,,,"420,959.1","628,254.15"
Haltwhistle CP,CPC,Civil Parish or Community,NORTHUMBERLAND,169,411,61404,19379,E04010789,"1,267.64",0,AA,CIVIL ADMINISTRATION AREA,,,"370,056.1","565,323.1"
Warden CP,CPC,Civil Parish or Community,NORTHUMBERLAND,171,413,61300,19279,E04010876,"1,220.005",0,AA,CIVIL ADMINISTRATION AREA,,,"389,653.65","568,757.4"
Broomhaugh and Riding CP,CPC,Civil Parish or Community,NORTHUMBERLAND,172,414,61281,19260,E04010752,756.8,0,AA,CIVIL ADMINISTRATION AREA,,,"401,810.55","561,129.15"
Ovington CP,CPC,Civil Parish or Community,NORTHUMBERLAND,174,416,61271,19250,E04010848,386.383,0,AA,CIVIL ADMINISTRATION AREA,,,"407,070.95","563,938.25"
Ovingham CP,CPC,Civil Parish or Community,NORTHUMBERLAND,177,419,61238,19218,E04010847,226.188,0,AA,CIVIL ADMINISTRATION AREA,,,"408,897.2","564,328.35"
Wylam CP,CPC,Civil Parish or Community,NORTHUMBERLAND,178,420,61233,19213,E04010888,391.993,0,AA,CIVIL ADMINISTRATION AREA,,,"411,470.3",565148
Hartburn CP,CPC,Civil Parish or Community,NORTHUMBERLAND,179,421,61254,19233,E04010791,"1,847.995",0,AA,CIVIL ADMINISTRATION AREA,,,"409,618.85","585,852.8"
Morpeth CP,CPC,Civil Parish or Community,NORTHUMBERLAND,181,423,61188,19170,E04010834,897.325,0,AA,CIVIL ADMINISTRATION AREA,,,"419,875.25","585,819.15"
Pegswood CP,CPC,Civil Parish or Community,NORTHUMBERLAND,183,425,61193,19175,E04012232,506.197,0,AA,CIVIL ADMINISTRATION AREA,,,"421,690.05","587,338.2"
West Bedlington CP,CPC,Civil Parish or Community,NORTHUMBERLAND,189,431,123616,43977,E04010880,"1,342.101",0,AA,CIVIL ADMINISTRATION AREA,,,"424,585.7","581,770.15"
Longhirst CP,CPC,Civil Parish or Community,NORTHUMBERLAND,196,438,61194,19176,E04010823,"1,104.873",0,AA,CIVIL ADMINISTRATION AREA,,,"423,591.05","589,491.8"
Ulgham CP,CPC,Civil Parish or Community,NORTHUMBERLAND,198,440,61163,19146,E04010873,705.157,0,AA,CIVIL ADMINISTRATION AREA,,,"423,071.4","591,951.95"
Widdrington Station and Stobswood CP,CPC,Civil Parish or Community,NORTHUMBERLAND,199,441,71586,25591,E04010885,805.707,0,AA,CIVIL ADMINISTRATION AREA,,,"423,535.45","594,163.2"
Ellington and Linton CP,CPC,Civil Parish or Community,NORTHUMBERLAND,200,442,61162,19145,E04010778,"1,235.644",0,AA,CIVIL ADMINISTRATION AREA,,,"426,919.8","592,108.5"
Cresswell CP,CPC,Civil Parish or Community,NORTHUMBERLAND,202,444,61097,19093,E04010767,562.922,82.962,AA,CIVIL ADMINISTRATION AREA,,,"429,129.5","592,591.45"
Milfield CP,CPC,Civil Parish or Community,NORTHUMBERLAND,203,445,61428,19403,E04010832,621.282,0,AA,CIVIL ADMINISTRATION AREA,,,392621,633614
Branxton CP,CPC,Civil Parish or Community,NORTHUMBERLAND,204,446,61430,19405,E04010750,610.203,0,AA,CIVIL ADMINISTRATION AREA,,,"388,975.4",636641
Norham CP,CPC,Civil Parish or Community,NORTHUMBERLAND,205,447,61445,19418,E04010841,"1,393.648",3.538,AA,CIVIL ADMINISTRATION AREA,,,"391,153.1","647,086.85"
Thropton CP,CPC,Civil Parish or Community,NORTHUMBERLAND,206,448,61377,19352,E04010870,342.784,0,AA,CIVIL ADMINISTRATION AREA,,,"402,749.35","602,425.1"
Rothbury CP,CPC,Civil Parish or Community,NORTHUMBERLAND,207,449,61375,19350,E04010856,393.529,0,AA,CIVIL ADMINISTRATION AREA,,,"405,480.85","601,708.55"
Lilburn CP,CPC,Civil Parish or Community,NORTHUMBERLAND,208,450,61363,19338,E04010821,"1,621.39",0,AA,CIVIL ADMINISTRATION AREA,,,"403,234.15","624,595.15"
Togston CP,CPC,Civil Parish or Community,NORTHUMBERLAND,209,451,61208,19188,E04010871,456.22,21.708,AA,CIVIL ADMINISTRATION AREA,,,"426,419.35","601,960.35"
Amble By the Sea CP,CPC,Civil Parish or Community,NORTHUMBERLAND,211,453,61204,19184,E04010734,577.863,69.043,AA,CIVIL ADMINISTRATION AREA,,,"426,193.2","604,038.7"
Alnmouth CP,CPC,Civil Parish or Community,NORTHUMBERLAND,212,454,61202,19182,E04010731,543.234,102.39,AA,CIVIL ADMINISTRATION AREA,,,"424,225.203",609942
Lesbury CP,CPC,Civil Parish or Community,NORTHUMBERLAND,213,455,61084,19086,E04010820,"1,684.451",38.251,AA,CIVIL ADMINISTRATION AREA,,,"423,468.1","611,403.95"
Akeld CP,CPC,Civil Parish or Community,NORTHUMBERLAND,214,456,61368,19343,E04010728,"1,557.479",0,AA,CIVIL ADMINISTRATION AREA,,,"395,467.75","629,029.1"
Shoreswood CP,CPC,Civil Parish or Community,NORTHUMBERLAND,216,457,61431,19406,E04010860,"1,045.417",0,AA,CIVIL ADMINISTRATION AREA,,,"394,869.25","647,155.2"
Horncliffe CP,CPC,Civil Parish or Community,NORTHUMBERLAND,217,458,61444,19417,E04010809,840.596,22.744,AA,CIVIL ADMINISTRATION AREA,,,"394,609.45","650,290.65"
Lynemouth CP,CPC,Civil Parish or Community,NORTHUMBERLAND,231,472,123059,19092,E04010827,139.699,0,AA,CIVIL ADMINISTRATION AREA,,,"429,636.2","590,829.55"
Glanton CP,CPC,Civil Parish or Community,NORTHUMBERLAND,232,473,61339,19316,E04010786,512.001,0,AA,CIVIL ADMINISTRATION AREA,,,"406,443.1","614,693.1"
,NCP,Non-Civil Parish or Community,NORTH_AYRSHIRE,3,31,0,0,,"43,578.289","1,856.267",FA,FILLER AREA,,,"195,914.15","636,167.55"
,NCP,Non-Civil Parish or Community,NORTH_AYRSHIRE,4,31,0,0,,"44,971.856","1,856.267",FA,FILLER AREA,,,"230,393.95","651,639.65"
,NCP,Non-Civil Parish or Community,NORTH_AYRSHIRE,13,31,0,0,,"1,220.749","1,856.267",FA,FILLER AREA,,,"216,717.55","656,581.15"
,NCP,Non-Civil Parish or Community,NORTH_AYRSHIRE,16,31,0,0,,281.343,"1,856.267",FA,FILLER AREA,,,"206,015.75","629,918.75"
,NCP,Non-Civil Parish or Community,NORTH_AYRSHIRE,18,31,0,0,,289.073,"1,856.267",FA,FILLER AREA,,,214658,"651,603.1"
,NCP,Non-Civil Parish or Community,NORTH_AYRSHIRE,21,31,0,0,,18.858,"1,856.267",FA,FILLER AREA,,,"202,736.5","619,245.5"
,NCP,Non-Civil Parish or Community,NORTH_AYRSHIRE,23,31,0,0,,25.271,"1,856.267",FA,FILLER AREA,,,"221,197.2","642,753.55"
,NCP,Non-Civil Parish or Community,NORTH_AYRSHIRE,25,31,0,0,,2.816,"1,856.267",FA,FILLER AREA,,,"216,488.2","654,408.55"
,NCP,Non-Civil Parish or Community,NORTH_AYRSHIRE,28,31,0,0,,1.993,"1,856.267",FA,FILLER AREA,,,"216,482.65","654,622.6"
Immingham CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),1,39,44761,4107,E04000526,"1,723.995",49.855,AA,CIVIL ADMINISTRATION AREA,,,"518,857.9","414,326.95"
Beelsby CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),2,40,44785,4042,E04000517,909.657,0,AA,CIVIL ADMINISTRATION AREA,,,"520,894.4","402,036.55"
Stallingborough CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),3,41,44760,4106,E04000530,"1,855.741",27.582,AA,CIVIL ADMINISTRATION AREA,,,"520,359.85","412,339.6"
Ashby cum Fenby CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),5,43,44732,4079,E04000514,684.937,0,AA,CIVIL ADMINISTRATION AREA,,,"525,134.7","400,629.15"
Aylesby CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),7,45,44971,4538,E04000515,862.896,0,AA,CIVIL ADMINISTRATION AREA,,,"520,836.35","407,427.8"
Humberston CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),11,48,44799,4056,E04000525,"1,091.434",135.322,AA,CIVIL ADMINISTRATION AREA,,,"531,639.45","405,311.3"
Healing CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),13,50,44746,4093,E04000524,"1,211.343",77.178,AA,CIVIL ADMINISTRATION AREA,,,"522,589.4","411,203.15"
Great Coates CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),15,52,118749,42176,E04000534,330.707,117.658,AA,CIVIL ADMINISTRATION AREA,,,"525,054.95","411,038.3"
,NCP,Non-Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),16,53,0,0,,"4,241.949",764.653,FA,FILLER AREA,,,"528,295.35","408,310.3"
Hatcliffe CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),17,54,44786,4043,E04000522,565.051,0,AA,CIVIL ADMINISTRATION AREA,,,521974,"400,369.7"
Irby CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),18,55,44793,4050,E04000527,739.147,0,AA,CIVIL ADMINISTRATION AREA,,,"520,596.2","404,181.1"
Wold Newton CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),19,56,44787,4044,E04000533,806.368,0,AA,CIVIL ADMINISTRATION AREA,,,"524,087.75","396,758.25"
Hawerby cum Beesby CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),20,57,44796,4053,E04000523,487.756,0,AA,CIVIL ADMINISTRATION AREA,,,"526,106.85","396,837.65"
West Ravendale CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),21,58,44795,4052,E04000532,312.565,0,AA,CIVIL ADMINISTRATION AREA,,,"522,933.15","399,610.6"
East Ravendale CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),22,59,44794,4051,E04000520,329.675,0,AA,CIVIL ADMINISTRATION AREA,,,"524,209.35","399,576.6"
Barnoldby Le Beck CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),23,60,44970,4537,E04000516,526.896,0,AA,CIVIL ADMINISTRATION AREA,,,"523,535.2","403,360.45"
Brigsley CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),24,61,44733,4080,E04000519,374.567,0,AA,CIVIL ADMINISTRATION AREA,,,"526,127.3","401,872.35"
Waltham CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),25,62,44735,4082,E04000531,682.358,0,AA,CIVIL ADMINISTRATION AREA,,,"526,511.2","403,467.7"
Laceby CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),26,63,44783,4040,E04000528,858.612,0,AA,CIVIL ADMINISTRATION AREA,,,"521,644.25","406,188.45"
Habrough CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),27,64,44766,4112,E04000521,655.919,0,AA,CIVIL ADMINISTRATION AREA,,,"514,759.1","413,822.35"
Bradley CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),28,65,44738,4085,E04000518,578.549,0,AA,CIVIL ADMINISTRATION AREA,,,"524,524.55","405,744.95"
New Waltham CP,CPC,Civil Parish or Community,NORTH_EAST_LINCOLNSHIRE_(B),34,71,44731,4078,E04000529,528.505,0,AA,CIVIL ADMINISTRATION AREA,,,"528,292.55","405,837.35"
,NCP,Non-Civil Parish or Community,NORTH_LANARKSHIRE,8,30,0,0,,"47,221.951",0,FA,FILLER AREA,,,"277,983.75","667,322.9"
Belton CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),3,78,44463,4344,E04000541,"3,268.678",0,AA,CIVIL ADMINISTRATION AREA,,,"477,638.35",407954
Hibaldstow CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),5,80,44789,4046,E04000561,"1,838.316",0,AA,CIVIL ADMINISTRATION AREA,,,"497,464.05","402,519.45"
South Killingholme CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),7,82,44765,4111,E04000579,"1,192.753",50.316,AA,CIVIL ADMINISTRATION AREA,,,"515,708.25","416,505.25"
Barton-upon-Humber CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),14,88,44323,4473,E04000540,"2,965.596",402.751,AA,CIVIL ADMINISTRATION AREA,,,"502,453.95","420,802.9"
Wroot CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),15,89,44460,4341,E04000590,"1,453.076",0,AA,CIVIL ADMINISTRATION AREA,,,"471,843.3","401,413.85"
Haxey CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),16,90,124508,4342,E04000560,"3,606.241",0,AA,CIVIL ADMINISTRATION AREA,,,"476,120.7","399,912.35"
Epworth CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),17,91,44462,4343,E04000555,"2,784.732",0,AA,CIVIL ADMINISTRATION AREA,,,"477,335.85","405,304.4"
Owston Ferry CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),18,92,44478,4359,E04000573,"1,928.532",33.761,AA,CIVIL ADMINISTRATION AREA,,,"480,908.373","399,858.05"
West Butterwick CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),19,93,44476,4357,E04000582,"1,009.015",44.908,AA,CIVIL ADMINISTRATION AREA,,,"482,344.8","404,823.75"
Messingham CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),20,94,44519,4310,E04000570,"2,362.032",4.464,AA,CIVIL ADMINISTRATION AREA,,,"488,034.7","404,563.85"
Kirton in Lindsey CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),21,95,44788,4045,E04000566,"1,897.547",0,AA,CIVIL ADMINISTRATION AREA,,,"493,484.3","398,603.45"
Redbourne CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),22,96,44790,4047,E04000574,"1,605.85",0,AA,CIVIL ADMINISTRATION AREA,,,"498,438.6","398,946.7"
Manton CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),23,97,124513,4312,E04000568,"1,322.564",0,AA,CIVIL ADMINISTRATION AREA,,,"492,757.85","402,931.15"
Holme CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),24,98,44522,4313,E04000562,"1,221.18",0,AA,CIVIL ADMINISTRATION AREA,,,"492,752.05","406,440.05"
Scawby CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),25,99,44577,4279,E04000577,"1,450.41",0,AA,CIVIL ADMINISTRATION AREA,,,"497,170.8",405274
Cadney CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),26,100,124514,4533,E04000548,"2,035.284",0,AA,CIVIL ADMINISTRATION AREA,,,"502,596.95","404,247.9"
Crowle and Ealand CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),27,101,44483,4364,E04000549,"3,627.177",0,AA,CIVIL ADMINISTRATION AREA,,,"477,192.6","413,247.15"
Eastoft CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),28,102,44475,4356,E04000553,"1,327.179",0,AA,CIVIL ADMINISTRATION AREA,,,"479,689.45","416,020.35"
,NCP,Non-Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),30,104,0,0,,"3,373.16",0,FA,FILLER AREA,,,"490,241.45","411,029.85"
Amcotts CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),33,107,44468,4349,E04000536,918.048,59.377,AA,CIVIL ADMINISTRATION AREA,,,"483,931.95","414,670.3"
Luddington and Haldenby CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),34,108,44466,4347,E04000567,"1,099.511",0,AA,CIVIL ADMINISTRATION AREA,,,"482,418.05","415,914.75"
Garthorpe and Fockerby CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),35,109,44474,4355,E04000557,"1,310.628",96.188,AA,CIVIL ADMINISTRATION AREA,,,"484,284.5","419,152.85"
Flixborough CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),36,110,44470,4351,E04000556,"1,395.683",38.245,AA,CIVIL ADMINISTRATION AREA,,,"487,888.55","413,810.85"
West Halton CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),37,111,44510,4302,E04000583,799.832,0,AA,CIVIL ADMINISTRATION AREA,,,"490,607.837","420,739.1"
Alkborough CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),38,112,44326,4476,E04000535,"1,521.993",272.124,AA,CIVIL ADMINISTRATION AREA,,,"487,960.1","421,832.15"
Broughton CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),39,113,118369,4276,E04000545,"2,585.933",0,AA,CIVIL ADMINISTRATION AREA,,,"496,481.3","409,010.4"
Appleby CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),40,114,44506,4298,E04000537,"2,237.123",0,AA,CIVIL ADMINISTRATION AREA,,,"495,159.7","413,674.05"
Wrawby CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),41,115,44573,4275,E04000589,"1,059.775",0,AA,CIVIL ADMINISTRATION AREA,,,"502,241.9","409,384.1"
Elsham CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),42,116,44578,4280,E04000554,"1,680.737",0,AA,CIVIL ADMINISTRATION AREA,,,"502,787.15","412,805.6"
Roxby cum Risby CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),43,117,44508,4300,E04000575,"1,984.644",0,AA,CIVIL ADMINISTRATION AREA,,,"493,638.55","415,285.65"
Winterton CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),44,118,44509,4301,E04000586,"1,544.748",0,AA,CIVIL ADMINISTRATION AREA,,,"494,075.5","419,226.4"
Bonby CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),45,119,44581,4283,E04000542,997.944,0,AA,CIVIL ADMINISTRATION AREA,,,"500,266.5","415,165.9"
Saxby All Saints CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),46,120,44505,4297,E04000576,972.412,0,AA,CIVIL ADMINISTRATION AREA,,,"499,321.55","416,434.75"
Worlaby CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),47,121,44580,4282,E04000588,"1,353.779",0,AA,CIVIL ADMINISTRATION AREA,,,"500,977.95","413,889.25"
Horkstow CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),48,122,44504,4296,E04000563,866.259,0,AA,CIVIL ADMINISTRATION AREA,,,"498,963.5","418,499.9"
South Ferriby CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),49,123,44325,4475,E04000578,961.635,321.052,AA,CIVIL ADMINISTRATION AREA,,,"498,996.85","421,472.35"
Wootton CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),50,124,44677,4200,E04000587,"1,238.504",0,AA,CIVIL ADMINISTRATION AREA,,,"506,680.85","415,220.15"
Thornton Curtis CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),51,125,44679,4202,E04000580,"1,998.35",0,AA,CIVIL ADMINISTRATION AREA,,,"507,490.85","418,124.95"
Ulceby CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),52,126,44969,4536,E04000581,"1,482.741",0,AA,CIVIL ADMINISTRATION AREA,,,"510,522.1","414,633.4"
North Killingholme CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),53,127,44684,4119,E04000572,"1,173.366",42.059,AA,CIVIL ADMINISTRATION AREA,,,"514,882.6","418,289.8"
East Halton CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),54,128,44685,4120,E04000552,"1,369.94",23.441,AA,CIVIL ADMINISTRATION AREA,,,"513,985.3","420,013.25"
Winteringham CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),55,129,44499,4380,E04000585,"1,932.039",622.127,AA,CIVIL ADMINISTRATION AREA,,,"494,445.3","422,649.85"
Barrow upon Humber CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),56,130,44590,4203,E04000539,"1,586.516",48.894,AA,CIVIL ADMINISTRATION AREA,,,"506,400.75","420,829.3"
Goxhill CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),57,131,44773,4030,E04000558,"2,465.835",145.035,AA,CIVIL ADMINISTRATION AREA,,,"511,648.5","422,558.4"
East Butterwick CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),58,132,44477,4358,E04000551,440.499,19.991,AA,CIVIL ADMINISTRATION AREA,,,"484,583.3","405,726.75"
Burringham CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),59,133,44544,4335,E04000546,857.721,36.275,AA,CIVIL ADMINISTRATION AREA,,,"484,618.45","408,866.4"
Ashby Parkland CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),60,134,119933,42440,E04000591,366.053,0,AA,CIVIL ADMINISTRATION AREA,,,"486,364.35","409,024.1"
Bottesford CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),61,136,44542,4333,E04000543,719.399,0,AA,CIVIL ADMINISTRATION AREA,,,"488,109.35","406,979.25"
Brigg CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),65,140,44968,4535,E04000544,400.671,0,AA,CIVIL ADMINISTRATION AREA,,,"500,468.6","407,375.05"
Barnetby Le Wold CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),66,141,124515,4114,E04000538,"1,065.27",0,AA,CIVIL ADMINISTRATION AREA,,,"506,904.1","409,328.1"
Keadby with Althorpe CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),67,142,44458,4339,E04000564,"1,234.455",37.911,AA,CIVIL ADMINISTRATION AREA,,,"482,466.65","410,688.05"
Gunness CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),68,143,44456,4337,E04000559,497.529,38.769,AA,CIVIL ADMINISTRATION AREA,,,"484,428.437","411,897.2"
Burton upon Stather CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),70,145,44473,4354,E04000547,"1,461.388",38.713,AA,CIVIL ADMINISTRATION AREA,,,"487,986.65","417,264.35"
Whitton CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),71,146,44498,4379,E04000584,"1,065.909",513.004,AA,CIVIL ADMINISTRATION AREA,,,"490,744.7","424,388.4"
Melton Ross CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),72,147,44680,4116,E04000569,713.494,0,AA,CIVIL ADMINISTRATION AREA,,,"506,730.95","411,686.4"
Kirmington CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),73,148,44682,4118,E04000565,768.874,0,AA,CIVIL ADMINISTRATION AREA,,,"510,427.5","410,256.6"
Croxton CP,CPC,Civil Parish or Community,NORTH_LINCOLNSHIRE_(B),74,149,44681,4117,E04000550,613.871,0,AA,CIVIL ADMINISTRATION AREA,,,"508,588.7","412,604.3"
